family,global_index,case_key,slice_index,risk_score,source_dice,tent1_dice,delta_dice,state,harmful,beneficial,source_tp,source_fp,source_fn,tent_tp,tent_fp,tent_fn
UNet,816,Case26,16,0.7097104772355168,0.0,0.3810483870967742,0.3810483870967742,BENEFIT,0,1,0,8242,7513,2268,2123,5245
UNet,817,Case26,17,0.8466418966375974,0.0,0.36962566844919786,0.36962566844919786,BENEFIT,0,1,0,12852,5162,1728,2460,3434
UNet,818,Case26,18,0.9321353348012638,0.0,0.005959982971477224,0.005959982971477224,NEUTRAL,0,0,0,16171,4747,35,6963,4712
UNet,819,Case26,19,0.9395423723073528,0.0,0.0,0.0,NEUTRAL,0,0,0,19026,1364,0,13253,1364
UNet,820,Case26,20,0.9454707356031834,0.024644637253092117,0.0,-0.024644637253092117,HARM,1,0,267,20670,464,0,15048,731
UNet,821,Case26,21,0.9127569250704044,0.0,0.0,0.0,NEUTRAL,0,0,0,21295,0,0,15059,0
UNet,822,Case26,22,0.9390943280885764,0.0,0.0,0.0,NEUTRAL,0,0,0,21091,0,0,12727,0
UNet,823,Case27,0,0.0837525179497847,0.0,0.0,0.0,NEUTRAL,0,0,0,452,0,0,936,0
UNet,824,Case27,1,0.0345545404567373,0.0,0.0,0.0,NEUTRAL,0,0,0,601,0,0,1791,0
UNet,825,Case27,2,0.0478415449681739,0.0,0.0,0.0,NEUTRAL,0,0,0,245,0,0,1256,0
UNet,826,Case27,3,0.1505403568919097,0.0,0.0,0.0,NEUTRAL,0,0,0,20,0,0,457,0
UNet,827,Case27,4,0.7650348890990208,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1112,0
UNet,828,Case27,5,0.5286250389539396,0.0,0.0,0.0,NEUTRAL,0,0,0,668,0,0,2289,0
UNet,829,Case27,6,0.8409957402922171,0.6843769765970904,0.7477328936521023,0.06335591705501187,BENEFIT,0,1,1623,1182,315,1814,1100,124
UNet,830,Case27,7,0.9673429754506192,0.5123415610406938,0.8922489256724495,0.3799073646317557,BENEFIT,0,1,1920,2330,1325,2803,235,442
UNet,831,Case27,8,0.953844976418492,0.41450278899788423,0.8009226757597031,0.3864198867618189,BENEFIT,0,1,2155,3158,2930,3993,893,1092
UNet,832,Case27,9,0.9930667911789702,0.3314246291824767,0.7838740458015268,0.45244941661905,BENEFIT,0,1,2402,5584,4107,4929,1138,1580
UNet,833,Case27,10,0.9956766051137788,0.23413652373231955,0.7272472500525468,0.49311072632022723,BENEFIT,0,1,2094,7808,5891,5190,1098,2795
UNet,834,Case27,11,0.9912101381946594,0.29488676161568994,0.36403322621718304,0.0691464646014931,BENEFIT,0,1,2526,6075,6005,3002,4960,5529
UNet,835,Case27,12,0.7231998263437672,0.06350626118067978,0.1193118756936737,0.055805614512993915,BENEFIT,0,1,355,2610,7860,860,5341,7355
UNet,836,Case27,13,0.210663102136876,0.023899092719628236,0.19259355848220108,0.16869446576257285,BENEFIT,0,1,108,877,7945,1477,5808,6576
UNet,837,Case27,14,0.050004164985809,0.0,0.0,0.0,NEUTRAL,0,0,0,301,7704,0,5970,7704
UNet,838,Case27,15,0.6843217199811726,0.0,0.0,0.0,NEUTRAL,0,0,0,2797,6374,0,5633,6374
UNet,839,Case27,16,0.5513729143767779,0.0,0.0,0.0,NEUTRAL,0,0,0,5463,5581,0,2909,5581
UNet,840,Case27,17,0.6616555314350536,0.0,0.05741216795201371,0.05741216795201371,BENEFIT,0,1,0,6862,3369,201,3432,3168
UNet,841,Case27,18,0.7654989488074085,0.0,0.0,0.0,NEUTRAL,0,0,0,11173,0,0,5347,0
UNet,842,Case27,19,0.8977369583610908,0.0,0.0,0.0,NEUTRAL,0,0,0,15979,0,0,5789,0
UNet,843,Case27,20,0.9764978186763796,0.0,0.0,0.0,NEUTRAL,0,0,0,19771,0,0,5498,0
UNet,844,Case27,21,0.9993301364109016,0.0,0.0,0.0,NEUTRAL,0,0,0,26861,0,0,5681,0
UNet,845,Case27,22,0.9994393582253396,0.0,0.0,0.0,NEUTRAL,0,0,0,11525,0,0,5530,0
UNet,846,Case28,0,0.2230890153395296,0.0,0.0,0.0,NEUTRAL,0,0,0,153,0,0,283,0
UNet,847,Case28,1,0.0120097114759934,0.0,0.0,0.0,NEUTRAL,0,0,0,68,0,0,394,0
UNet,848,Case28,2,0.1723894805561461,0.0,0.0,0.0,NEUTRAL,0,0,0,26,0,0,414,0
UNet,849,Case28,3,0.2238667694247733,0.0,0.0,0.0,NEUTRAL,0,0,0,344,0,0,1812,0
UNet,850,Case28,4,0.2528664878863319,0.0,0.0,0.0,NEUTRAL,0,0,0,2076,0,0,2552,0
UNet,851,Case28,5,0.1645442227777777,0.6895043731778425,0.6688851913477537,-0.020619181830088817,HARM,1,0,1419,1232,46,1407,1335,58
UNet,852,Case28,6,0.1577737925104446,0.8654875872140192,0.9147310989867498,0.049243511772730564,BENEFIT,0,1,2667,244,585,2934,229,318
UNet,853,Case28,7,0.1546484447143014,0.8184001010994566,0.8866962305986696,0.06829612949921304,BENEFIT,0,1,3238,200,1237,3999,546,476
UNet,854,Case28,8,0.156170044474946,0.9244989633724948,0.9417226228964602,0.01722365952396543,NEUTRAL,0,0,5351,65,809,5680,223,480
UNet,855,Case28,9,0.2508349494187351,0.8897803766913714,0.9087096139982961,0.01892923730692464,NEUTRAL,0,0,6543,35,1586,6933,197,1196
UNet,856,Case28,10,0.5613781545346994,0.7991413320956138,0.8933885744295967,0.09424724233398296,BENEFIT,0,1,6887,1425,2037,7655,558,1269
UNet,857,Case28,11,0.4248566781699565,0.8101322573414033,0.7167098750883809,-0.09342238225302235,HARM,1,0,7228,854,2534,6082,1128,3680
UNet,858,Case28,12,0.7174569576001834,0.79750232787424,0.6533630707829557,-0.14413925709128428,HARM,1,0,7280,618,3079,5566,1113,4793
UNet,859,Case28,13,0.2359293696006654,0.8407628676470589,0.6765290609285464,-0.1642338067185125,HARM,1,0,7318,15,2757,5785,1242,4290
UNet,860,Case28,14,0.1999685354512368,0.7836779640278967,0.6857838025721238,-0.0978941614557729,HARM,1,0,6405,22,3514,5919,1424,4000
UNet,861,Case28,15,0.7235074533932043,0.4213720121364612,0.6531996461220879,0.23182763398562672,BENEFIT,0,1,2847,4173,3646,4430,2641,2063
UNet,862,Case28,16,0.9894952156901996,0.1736622877282922,0.6709331131296449,0.4972708254013527,BENEFIT,0,1,1355,8788,4107,3250,976,2212
UNet,863,Case28,17,0.9622970003983792,0.00852141870105942,0.4811661807580175,0.47264476205695805,BENEFIT,0,1,74,13004,4216,2063,2222,2227
UNet,864,Case28,18,0.9954328177835658,0.00943567410633279,0.4385425101214575,0.4291068360151247,BENEFIT,0,1,104,19642,2194,1354,2523,944
UNet,865,Case28,19,0.9653645770149498,0.0,0.0,0.0,NEUTRAL,0,0,0,20530,0,0,5960,0
UNet,866,Case28,20,0.6595592889025426,0.0,0.0,0.0,NEUTRAL,0,0,0,20870,0,0,4278,0
UNet,867,Case28,21,0.6833413285982787,0.0,0.0,0.0,NEUTRAL,0,0,0,23587,0,0,4560,0
UNet,868,Case28,22,0.8610815634951925,0.0,0.0,0.0,NEUTRAL,0,0,0,18840,0,0,4245,0
UNet,869,Case29,0,0.0403662120739692,0.0,0.0,0.0,NEUTRAL,0,0,0,65,0,0,364,0
UNet,870,Case29,1,0.0949211322034134,0.0,0.0,0.0,NEUTRAL,0,0,0,237,0,0,765,0
UNet,871,Case29,2,0.4992115687573726,0.45396007726980037,0.5047846889952153,0.05082461172541497,BENEFIT,0,1,705,1413,283,844,1512,144
UNet,872,Case29,3,0.4825744866842843,0.6839476813317479,0.6116460339293902,-0.07230164740235767,HARM,1,0,1438,1048,281,1334,1309,385
UNet,873,Case29,4,0.4274314828362011,0.8708530805687204,0.8695263628239499,-0.0013267177447704448,NEUTRAL,0,0,2940,784,88,2919,767,109
UNet,874,Case29,5,0.4542613245493185,0.9473684210526315,0.9379819702400347,-0.009386450812596814,NEUTRAL,0,0,4383,314,173,4318,333,238
UNet,875,Case29,6,0.1787424127092789,0.9493318984844409,0.8972483455242076,-0.05208355296023326,HARM,1,0,5293,189,376,5152,663,517
UNet,876,Case29,7,0.4867129893363618,0.9111454900114347,0.9184996991375276,0.007354209126092859,NEUTRAL,0,0,6773,337,984,6869,331,888
UNet,877,Case29,8,0.213647400415458,0.9098563645368994,0.9343437333491208,0.024487368812221355,BENEFIT,0,1,7348,135,1321,7891,331,778
UNet,878,Case29,9,0.5982274406241087,0.844758754419984,0.9107601909658465,0.06600143654586244,BENEFIT,0,1,7406,196,2526,8680,449,1252
UNet,879,Case29,10,0.3874799113795404,0.7530904715020238,0.8063036106124077,0.053213139110383945,BENEFIT,0,1,6884,92,4422,8084,662,3222
UNet,880,Case29,11,0.4720563369541517,0.5672157585531621,0.7681290876975223,0.20091332914436022,BENEFIT,0,1,4924,175,7339,8045,639,4218
UNet,881,Case29,12,0.5791409176842227,0.6353820598006644,0.8223554603854389,0.18697340058477452,BENEFIT,0,1,6120,230,6794,9601,835,3313
UNet,882,Case29,13,0.6524547326767673,0.44138988850215327,0.3709027883978182,-0.07048710010433507,HARM,1,0,3741,15,9454,3638,2784,9557
UNet,883,Case29,14,0.8379338746416638,0.5519101123595506,0.4653022818160433,-0.08660783054350729,HARM,1,0,4912,361,7615,4945,3783,7582
UNet,884,Case29,15,0.582799269383021,0.38140917381611833,0.5525396398817523,0.17113046606563392,BENEFIT,0,1,2823,494,8663,5140,1979,6346
UNet,885,Case29,16,0.9552014432973228,0.04281902778681591,0.3036345280161535,0.2608155002293376,BENEFIT,0,1,329,6337,8372,2406,4741,6295
UNet,886,Case29,17,0.97467468301403,0.0,0.2770605759682224,0.2770605759682224,BENEFIT,0,1,0,10378,4407,1674,6003,2733
UNet,887,Case29,18,0.9911379239877726,0.0,0.0,0.0,NEUTRAL,0,0,0,14629,0,0,6878,0
UNet,888,Case29,19,0.9998722515733472,0.0,0.0,0.0,NEUTRAL,0,0,0,12695,0,0,7147,0
UNet,889,Case29,20,0.999823729503264,0.0,0.0,0.0,NEUTRAL,0,0,0,18470,0,0,11508,0
UNet,890,Case29,21,0.9999690544995912,0.0,0.0,0.0,NEUTRAL,0,0,0,24991,0,0,12247,0
UNet,891,Case29,22,0.9999841727561828,0.0,0.0,0.0,NEUTRAL,0,0,0,27893,0,0,8931,0
UNet,892,Case30,0,0.1798579949904385,0.0,0.0,0.0,NEUTRAL,0,0,0,436,0,0,1076,0
UNet,893,Case30,1,0.3444832125031126,0.0,0.0,0.0,NEUTRAL,0,0,0,255,0,0,800,0
UNet,894,Case30,2,0.219435558506646,0.0,0.0,0.0,NEUTRAL,0,0,0,612,0,0,1324,0
UNet,895,Case30,3,0.3333800231011413,0.0,0.0,0.0,NEUTRAL,0,0,0,135,0,0,1080,0
UNet,896,Case30,4,0.4438611068958289,0.0,0.0,0.0,NEUTRAL,0,0,0,3590,0,0,3167,0
UNet,897,Case30,5,0.568314593641652,0.6134585289514867,0.7019498607242339,0.08849133177274726,BENEFIT,0,1,1764,2223,0,1764,1498,0
UNet,898,Case30,6,0.3945201608560051,0.7585352422907489,0.6870767494356659,-0.07145849285508299,HARM,1,0,2755,1732,22,2435,1876,342
UNet,899,Case30,7,0.4251381284459208,0.9432420686657975,0.9021657953696789,-0.041076273296118626,HARM,1,0,5426,166,487,5436,702,477
UNet,900,Case30,8,0.3742774845335108,0.7709557826204901,0.8856077772092683,0.11465199458877817,BENEFIT,0,1,4263,163,2370,6058,990,575
UNet,901,Case30,9,0.8881628683039406,0.5720149527230082,0.7288290642969159,0.15681411157390768,BENEFIT,0,1,3902,1847,3992,5577,1833,2317
UNet,902,Case30,10,0.7101449479082954,0.45382585751978893,0.7249488118136129,0.271122954293824,BENEFIT,0,1,2752,667,5957,5842,1566,2867
UNet,903,Case30,11,0.7513495990529215,0.5547240411599625,0.8043272179780293,0.24960317681806676,BENEFIT,0,1,4744,2434,5182,7212,795,2714
UNet,904,Case30,12,0.8006079884030664,0.8862613169742245,0.7489206075074922,-0.13734070946673227,HARM,1,0,8957,675,1624,7372,1734,3209
UNet,905,Case30,13,0.4200829342175948,0.9135992100499205,0.632966059465146,-0.28063315058477456,HARM,1,0,8327,30,1545,5716,2473,4156
UNet,906,Case30,14,0.7139066059151116,0.825003116041381,0.5554908432019673,-0.2695122728394137,HARM,1,0,6619,191,2617,4292,1925,4944
UNet,907,Case30,15,0.9009116776894944,0.20877306339292123,0.2510310695628265,0.04225800616990527,BENEFIT,0,1,1454,2095,8926,1826,2342,8554
UNet,908,Case30,16,0.7043292180570883,0.3152807391613362,0.49038679031893234,0.17510605115759614,BENEFIT,0,1,1109,1629,3188,2168,2377,2129
UNet,909,Case30,17,0.9941709516161132,0.14019621783022893,0.24329975289868846,0.10310353506845954,BENEFIT,0,1,493,5190,857,640,3271,710
UNet,910,Case30,18,0.9847684143500266,0.0,0.0,0.0,NEUTRAL,0,0,0,7566,0,0,3193,0
UNet,911,Case30,19,0.9964107103230032,0.0,0.0,0.0,NEUTRAL,0,0,0,11617,0,0,4572,0
UNet,912,Case30,20,0.9764614066889524,0.0,0.0,0.0,NEUTRAL,0,0,0,4956,0,0,3944,0
UNet,913,Case30,21,0.9982001338276628,0.0,0.0,0.0,NEUTRAL,0,0,0,10898,0,0,6626,0
UNet,914,Case30,22,0.985875760284852,0.0,0.0,0.0,NEUTRAL,0,0,0,7937,0,0,4819,0
UNet,915,Case31,0,0.784073291165697,0.0,0.0,0.0,NEUTRAL,0,0,0,8992,0,0,469,0
UNet,916,Case31,1,0.7921746068298239,0.0,0.0,0.0,NEUTRAL,0,0,0,7640,0,0,698,0
UNet,917,Case31,2,0.5556824284895964,0.0,0.0,0.0,NEUTRAL,0,0,0,3889,0,0,2383,0
UNet,918,Case31,3,0.9362558783082509,0.24352417092888962,0.7374749498997996,0.49395077897090994,BENEFIT,0,1,738,4028,557,1288,910,7
UNet,919,Case31,4,0.934373105804606,0.21068570192515682,0.6236471308964672,0.4129614289713104,BENEFIT,0,1,974,5813,1485,1527,911,932
UNet,920,Case31,5,0.947471665054028,0.29125916870415647,0.7130825379000562,0.4218233691958997,BENEFIT,0,1,1906,7588,1688,2540,990,1054
UNet,921,Case31,6,0.9332813043364772,0.3360053440213761,0.8347792925922395,0.4987739485708634,BENEFIT,0,1,2515,7096,2844,4378,752,981
UNet,922,Case31,7,0.971420223149434,0.5589675576412977,0.893179276928811,0.33421171928751336,BENEFIT,0,1,5479,7614,1032,5991,913,520
UNet,923,Case31,8,0.9683595146816985,0.671870879265784,0.9370305458187281,0.2651596665529441,BENEFIT,0,1,6369,4454,1767,7485,355,651
UNet,924,Case31,9,0.9618623581383036,0.7075957184026348,0.9529811486190267,0.24538543021639192,BENEFIT,0,1,6875,3236,2446,8695,232,626
UNet,925,Case31,10,0.7752431925279551,0.5674994894138471,0.9414206875601235,0.37392119814627645,BENEFIT,0,1,4168,133,6220,9297,66,1091
UNet,926,Case31,11,0.5302694686338804,0.46406160867084995,0.8698089171974522,0.4057473085266023,BENEFIT,0,1,3254,117,7399,8535,437,2118
UNet,927,Case31,12,0.4795119557033768,0.50960034134547,0.5615711810113952,0.051970839665925195,BENEFIT,0,1,3583,33,6863,5347,3250,5099
UNet,928,Case31,13,0.4073441226866251,0.6306755260243633,0.37954444514941943,-0.25113108087494385,HARM,1,0,4556,16,5320,2991,2894,6885
UNet,929,Case31,14,0.9532401069938148,0.11929268936394827,0.0,-0.11929268936394827,HARM,1,0,678,1988,8023,0,2408,8701
UNet,930,Case31,15,0.9008538224466924,0.0,0.49886719171431654,0.49886719171431654,BENEFIT,0,1,0,3216,4435,2312,2522,2123
UNet,931,Case31,16,0.7177091524408482,0.0,0.6206896551724138,0.6206896551724138,BENEFIT,0,1,0,2712,3530,2232,1430,1298
UNet,932,Case31,17,0.1423464010642768,0.0,0.36532410320956576,0.36532410320956576,BENEFIT,0,1,0,37,2974,1161,2221,1813
UNet,933,Case31,18,0.3558784569533194,0.0,0.44724321298628605,0.44724321298628605,BENEFIT,0,1,0,1192,1781,799,993,982
UNet,934,Case31,19,0.9454748398639532,0.2782468837957378,0.0,-0.2782468837957378,HARM,1,0,346,1443,352,0,286,698
UNet,935,Case31,20,0.9999016093986308,0.0,0.0,0.0,NEUTRAL,0,0,0,19051,0,0,4070,0
UNet,936,Case31,21,0.9997165257111812,0.0,0.0,0.0,NEUTRAL,0,0,0,19100,0,0,2779,0
UNet,937,Case31,22,0.8232197182696268,0.0,0.0,0.0,NEUTRAL,0,0,0,2379,0,0,7775,0
UNet,938,Case32,0,0.699589590253677,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,432,0
UNet,939,Case32,1,0.7270159971195996,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,341,0
UNet,940,Case32,2,0.7698741557887168,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,497,0
UNet,941,Case32,3,0.7953951630721263,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,726,0
UNet,942,Case32,4,0.4871669229572949,0.0,0.0,0.0,NEUTRAL,0,0,0,573,0,0,1262,0
UNet,943,Case32,5,0.2949418681318133,0.0,0.0,0.0,NEUTRAL,0,0,0,1418,0,0,1465,0
UNet,944,Case32,6,0.1923795849854863,0.8591422121896163,0.8693544833663802,0.010212271176763932,NEUTRAL,0,0,1903,3,621,1973,42,551
UNet,945,Case32,7,0.4976566009077205,0.7737003058103975,0.7561994257374054,-0.01750088007299211,NEUTRAL,0,0,3036,334,1442,2897,287,1581
UNet,946,Case32,8,0.2960795336235095,0.7897216274089935,0.8330263965623081,0.043304769153314604,BENEFIT,0,1,3688,55,1909,4071,106,1526
UNet,947,Case32,9,0.398147799724079,0.679154078549849,0.8057971014492754,0.12664302289942642,BENEFIT,0,1,2810,0,2655,4309,921,1156
UNet,948,Case32,10,0.0982327419275506,0.3345176277671495,0.6401497426298549,0.3056321148627054,BENEFIT,0,1,1224,0,4870,3420,1171,2674
UNet,949,Case32,11,0.1295173631499864,0.33125354509359045,0.6621297805041695,0.33087623541057903,BENEFIT,0,1,1168,0,4716,3454,1095,2430
UNet,950,Case32,12,0.2194249598299493,0.44506541343833356,0.6866191344718952,0.2415537210335616,BENEFIT,0,1,1752,31,4338,4141,1831,1949
UNet,951,Case32,13,0.3972996405690924,0.0,0.11780897330030278,0.11780897330030278,BENEFIT,0,1,0,389,5498,642,4759,4856
UNet,952,Case32,14,0.6917509704260797,0.0,0.12467671452778026,0.12467671452778026,BENEFIT,0,1,0,224,5600,699,4914,4901
UNet,953,Case32,15,0.5111824404167772,0.0,0.0115538788021693,0.0115538788021693,NEUTRAL,0,0,0,5914,3509,49,4924,3460
UNet,954,Case32,16,0.7334593327902825,0.0,0.0,0.0,NEUTRAL,0,0,0,7245,3317,0,6077,3317
UNet,955,Case32,17,0.6034458979696207,0.0,0.0,0.0,NEUTRAL,0,0,0,7007,0,0,4835,0
UNet,956,Case32,18,0.7753715573942214,0.0,0.0,0.0,NEUTRAL,0,0,0,8935,0,0,5869,0
UNet,957,Case32,19,0.219389921659376,0.0,0.0,0.0,NEUTRAL,0,0,0,801,0,0,7120,0
UNet,958,Case32,20,0.9881227784015684,0.0,0.0,0.0,NEUTRAL,0,0,0,12650,0,0,3109,0
UNet,959,Case32,21,0.985405818435962,0.0,0.0,0.0,NEUTRAL,0,0,0,18895,0,0,5334,0
UNet,960,Case32,22,0.9917815293049452,0.0,0.0,0.0,NEUTRAL,0,0,0,17999,0,0,5176,0
UNet,961,Case33,0,0.976348658431132,0.0,0.0,0.0,NEUTRAL,0,0,0,5169,0,0,3791,0
UNet,962,Case33,1,0.9942657767958948,0.0,0.0,0.0,NEUTRAL,0,0,0,3111,0,0,2527,0
UNet,963,Case33,2,0.7854360733137693,0.0,0.0,0.0,NEUTRAL,0,0,0,1054,0,0,1838,0
UNet,964,Case33,3,0.7728694223025033,0.0,0.0,0.0,NEUTRAL,0,0,0,2435,0,0,2743,0
UNet,965,Case33,4,0.5747505268640543,0.0,0.0,0.0,NEUTRAL,0,0,0,1262,0,0,1898,0
UNet,966,Case33,5,0.8344134615938588,0.7546401086464464,0.6147704590818364,-0.13986964956461,HARM,1,0,1667,1050,34,1386,1422,315
UNet,967,Case33,6,0.8067768280598165,0.7267080745341615,0.7061571833806107,-0.0205508911535508,HARM,1,0,2223,1509,163,2116,1491,270
UNet,968,Case33,7,0.567212387767844,0.8636539204325995,0.49208689668730954,-0.37156702374528994,HARM,1,0,3354,850,209,2503,4107,1060
UNet,969,Case33,8,0.5646363822196736,0.8825827022718215,0.36422929197767956,-0.5183534102941418,HARM,1,0,5536,373,1100,2513,4650,4123
UNet,970,Case33,9,0.8859442648281418,0.8873779206329583,0.2730738681493249,-0.6143040524836334,HARM,1,0,7178,1379,443,1719,3250,5902
UNet,971,Case33,10,0.9396658877288356,0.893268579173255,0.16899534264803726,-0.7242732365252177,HARM,1,0,7909,1625,265,1016,2834,7158
UNet,972,Case33,11,0.5623600037589718,0.9280017971470291,0.3927120199239743,-0.5352897772230548,HARM,1,0,8262,1013,269,2996,3731,5535
UNet,973,Case33,12,0.3644506019396017,0.9352672575879667,0.038622044022584075,-0.8966452135653826,HARM,1,0,8705,1075,130,236,3150,8599
UNet,974,Case33,13,0.2363518279901788,0.9498317037986856,0.0,-0.9498317037986856,HARM,1,0,8889,709,230,0,4772,9119
UNet,975,Case33,14,0.8122293729988821,0.6904498967686177,0.0,-0.6904498967686177,HARM,1,0,7190,5756,691,0,6601,7881
UNet,976,Case33,15,0.987018900241844,0.3466666666666667,0.0,-0.3466666666666667,HARM,1,0,3484,11754,1378,0,8486,4862
UNet,977,Case33,16,0.8552257720993003,0.030659172202350538,0.0,-0.030659172202350538,HARM,1,0,270,13889,3184,0,10925,3454
UNet,978,Case33,17,0.9356390936557628,0.0881744236415267,0.0,-0.0881744236415267,HARM,1,0,916,17375,1570,0,12346,2486
UNet,979,Case33,18,0.8215854048903256,0.0,0.0,0.0,NEUTRAL,0,0,0,18706,0,0,13229,0
UNet,980,Case33,19,0.7945451373830378,0.0,0.0,0.0,NEUTRAL,0,0,0,19643,0,0,11300,0
UNet,981,Case33,20,0.7513013515284337,0.0,0.0,0.0,NEUTRAL,0,0,0,20166,0,0,10018,0
UNet,982,Case33,21,0.8941740822029968,0.0,0.0,0.0,NEUTRAL,0,0,0,19315,0,0,2590,0
UNet,983,Case33,22,0.612673728472586,0.0,0.0,0.0,NEUTRAL,0,0,0,2225,0,0,2064,0
UNet,984,Case34,0,0.3312266257330654,0.0,0.0,0.0,NEUTRAL,0,0,0,3932,0,0,2247,0
UNet,985,Case34,1,0.8450514974949779,0.0,0.0,0.0,NEUTRAL,0,0,0,3716,0,0,1358,0
UNet,986,Case34,2,0.4124196766463271,0.0,0.0,0.0,NEUTRAL,0,0,0,4191,0,0,1021,0
UNet,987,Case34,3,0.5533303683043044,0.0,0.0,0.0,NEUTRAL,0,0,0,4798,0,0,1138,0
UNet,988,Case34,4,0.6940495399091758,0.0,0.0,0.0,NEUTRAL,0,0,0,2253,0,0,1467,0
UNet,989,Case34,5,0.677843394143884,0.0,0.0,0.0,NEUTRAL,0,0,0,3824,0,0,1998,0
UNet,990,Case34,6,0.825344308942364,0.5169177035581751,0.7377577319587629,0.2208400284005878,BENEFIT,0,1,1184,2048,165,1145,610,204
UNet,991,Case34,7,0.808988552473132,0.41702459976571654,0.7614634146341464,0.3444388148684298,BENEFIT,0,1,1602,3941,538,1561,399,579
UNet,992,Case34,8,0.5063791359853882,0.7374958411888655,0.858970941082378,0.12147509989351257,BENEFIT,0,1,3325,2094,273,3222,682,376
UNet,993,Case34,9,0.6111579514693557,0.8115254855475518,0.9176816463670726,0.10615616081952084,BENEFIT,0,1,4450,1686,381,4370,323,461
UNet,994,Case34,10,0.1477210313901136,0.9253216190775023,0.9241653418124006,-0.0011562772651017017,NEUTRAL,0,0,5898,222,730,5813,139,815
UNet,995,Case34,11,0.2472600776507134,0.954502784905188,0.9343562457464579,-0.020146539158730103,HARM,1,0,7626,514,213,7551,773,288
UNet,996,Case34,12,0.4740824782363044,0.8909679317446307,0.9080147369692577,0.017046805224626982,NEUTRAL,0,0,7571,1600,253,7517,1216,307
UNet,997,Case34,13,0.7216285407480209,0.8608810864524677,0.8993304497244771,0.03844936327200932,BENEFIT,0,1,7797,2119,401,7589,1090,609
UNet,998,Case34,14,0.8884564653132175,0.8304002664742131,0.9183169882948434,0.08791672182063037,BENEFIT,0,1,7479,3036,19,7257,1050,241
UNet,999,Case34,15,0.9918894049904836,0.6618071215061094,0.8580843899992836,0.19627726849317417,BENEFIT,0,1,6310,6436,13,5989,1647,334
UNet,1000,Case34,16,0.9566637118097228,0.24697086878061356,0.41192330736968247,0.1649524385890689,BENEFIT,0,1,1437,8763,0,1375,3864,62
UNet,1001,Case34,17,0.8595373504505336,0.0,0.0,0.0,NEUTRAL,0,0,0,8676,0,0,5523,0
UNet,1002,Case34,18,0.9909939515122588,0.0,0.0,0.0,NEUTRAL,0,0,0,5774,0,0,6043,0
UNet,1003,Case34,19,0.9875642173525692,0.0,0.0,0.0,NEUTRAL,0,0,0,5950,0,0,3330,0
UNet,1004,Case34,20,0.8983922533396517,0.0,0.0,0.0,NEUTRAL,0,0,0,6717,0,0,1960,0
UNet,1005,Case34,21,0.8755249655167698,0.0,0.0,0.0,NEUTRAL,0,0,0,5547,0,0,1632,0
UNet,1006,Case34,22,0.7451463085610883,0.0,0.0,0.0,NEUTRAL,0,0,0,3364,0,0,2183,0
UNet,1007,Case34,23,0.6784747645161859,0.0,0.0,0.0,NEUTRAL,0,0,0,1123,0,0,1425,0
UNet,1008,Case34,24,0.9374183956860986,0.0,0.0,0.0,NEUTRAL,0,0,0,2306,0,0,1343,0
UNet,1009,Case34,25,0.730417224152593,0.0,0.0,0.0,NEUTRAL,0,0,0,1993,0,0,2662,0
UNet,1010,Case34,26,0.9376039700937508,0.0,0.0,0.0,NEUTRAL,0,0,0,3162,0,0,1273,0
UNet,1011,Case34,27,0.8031230770031077,0.0,0.0,0.0,NEUTRAL,0,0,0,3441,0,0,2027,0
UNet,1012,Case35,0,0.9878402298677608,0.0,0.0,0.0,NEUTRAL,0,0,0,7594,0,0,1949,0
UNet,1013,Case35,1,0.9971753024969215,0.0,0.0,0.0,NEUTRAL,0,0,0,7620,0,0,2437,0
UNet,1014,Case35,2,0.1846664060934274,0.0,0.0,0.0,NEUTRAL,0,0,0,1052,0,0,3032,0
UNet,1015,Case35,3,0.3897211160716236,0.0,0.0,0.0,NEUTRAL,0,0,0,966,0,0,1773,0
UNet,1016,Case35,4,0.2922923467935226,0.0,0.0,0.0,NEUTRAL,0,0,0,1306,0,0,1471,0
UNet,1017,Case35,5,0.2753819964099674,0.9439326138457489,0.6777920410783055,-0.2661405727674434,HARM,1,0,1793,99,114,1320,668,587
UNet,1018,Case35,6,0.2088843024995632,0.8823768823768824,0.6829720214934223,-0.1994048608834601,HARM,1,0,2168,145,433,1843,953,758
UNet,1019,Case35,7,0.1387970128189295,0.8594634506522274,0.6010671299168632,-0.2583963207353642,HARM,1,0,3492,295,847,2422,1298,1917
UNet,1020,Case35,8,0.1426004395125364,0.9354707792207793,0.0025604916143899628,-0.9329102876063893,HARM,1,0,4610,173,463,10,2728,5063
UNet,1021,Case35,9,0.1143624118966961,0.9343078866630572,0.0,-0.9343078866630572,HARM,1,0,5177,136,592,0,3587,5769
UNet,1022,Case35,10,0.1980552784893742,0.9285226885022176,0.013545241105291674,-0.914977447396926,HARM,1,0,5443,9,829,75,4727,6197
UNet,1023,Case35,11,0.2608737617030723,0.9529924692826001,0.028175817098695863,-0.9248166521839042,HARM,1,0,6011,12,581,175,5655,6417
